state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021,mar_2021
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,reported equivalent co2 released,Metric tons,5275.4316,4287.3328,6527.6116,3931.4068,6935.5428,6480.2644,4368.8752,4254.0144,4831.0036,4600.5696,3583.8104,4487.2980,3196.3744,3386.2564,2830.8036,1576.1576,390.1760,1147.7312,1771.5196,2167.3400,2362.4280,1372.3016,1493.9576,2439.5316,1619.6140,3304.7688,
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,blended estimate equivalent co2 released,Metric tons,5540.9924,3833.2600,5956.6504,4947.8372,9820.0504,6048.3856,4747.5980,5168.9004,4685.5096,5558.3092,4915.6148,4917.5876,4131.4816,4361.6416,2321.1088,1275.2508,923.7636,937.3540,2949.6100,3362.6376,2414.8168,3098.5564,2913.6064,3311.7832,2504.6888,3667.9832,4356.1068
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,sat estimated volume,Mcf,105960,61664,98280,108837,231835,102491,93546,111018,82847,118905,114004,97590,92456,97392,33054,17781,26594,13267,75322,83174,45022,88044,79074,76350,61857,73563,79491
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,reported volume,Mcf,96267,78236,119117,71741,126561,118253,79724,77628,88157,83952,65398,81885,58328,61793,51657,28762,7120,20944,32327,39550,43110,25042,27262,44517,29555,60306,
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,sat estimate lower,Mcf,100168,58293,92908,102888,219164,96889,88433,104951,78319,112406,107773,92256,87403,92069,31248,16809,25140,12542,71205,78628,42561,83232,74752,72177,58476,69542,75146
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,sat estimate upper,Mcf,111751,65034,103651,114786,244507,108093,98659,117086,87376,125404,120235,102924,97510,102715,34861,18753,28047,13992,79439,87719,47483,92856,83396,80523,65238,77583,83836
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,blended estimate,Mcf,101113,69950,108698,90289,179198,110372,86635,94323,85502,101429,89701,89737,75392,79592,42356,23271,16857,17105,53825,61362,44066,56543,53168,60434,45706,66934,79491
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,produced oil,Bbl,4214362,3772993,4263240,4022693,5073079,4576648,4726424,5097551,5016093,4695260,5136605,5337536,5369625,5461107,5144889,4275228,3964724,3319523,4543195,5163462,4526815,5849030,6132112,5943919,6275880,5177953,
NM,EOG Resources Inc (EOG),EOG Resources Inc,EOG,produced gas,Mcf,11266385,10488289,11423306,11309993,13049236,12380638,13015024,14117879,13910660,13433886,14186072,14748586,15184451,15414195,15107585,12930597,11910767,10580445,13717128,15847398,15081813,18182724,18002676,18726541,20127940,16355850,
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,blended estimate equivalent co2 released,Metric tons,19929.1160,21554.4840,24200.8856,25581.0236,26605.8932,11855.7060,9309.8076,12977.1332,8318.0372,13129.6416,4533.8780,5790.3324,9992.1224,16549.6548,6381.6244,3998.8656,3546.8204,7751.6244,9651.4856,6725.6588,4992.7184,7969.3448,4114.2744,6080.2244,7649.8608,9320.3292,5778.6052
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,reported equivalent co2 released,Metric tons,14167.9920,17777.7228,24099.3412,21881.3112,19437.6148,9348.8252,6707.9584,8211.1772,4454.5824,4550.8660,4587.8560,4642.4368,8020.6924,16247.0492,8362.5896,3674.4496,2970.7628,5109.4972,8985.6108,5670.4848,5587.0244,5047.6280,4036.0200,5931.9356,4604.0220,12746.9184,
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,sat estimated volume,Mcf,468801,462249,443476,534319,616317,262090,217366,323780,222289,396139,81750,126610,218313,307523,80304,78892,75235,189666,188273,141987,80264,198742,76507,113660,195178,107550,105449
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,reported volume,Mcf,258540,324411,439769,399294,354701,170599,122408,149839,81288,83045,83720,84716,146363,296479,152602,67052,54211,93239,163971,103476,101953,92110,73650,108247,84015,232608,
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,sat estimate lower,Mcf,456607,450226,431941,520421,600286,255273,211712,315358,216507,385835,79623,123317,212635,299524,78215,76840,73279,184733,183376,138293,78176,193573,74517,110703,190101,104753,102706
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,sat estimate upper,Mcf,480995,474272,455011,548217,632348,268907,223020,332201,228071,406442,83876,129903,223992,315522,82393,80944,77192,194599,193170,145680,82351,203911,78497,116616,200254,110347,108191
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,blended estimate,Mcf,363670,393330,441622,466807,485509,216345,169887,236809,151789,239592,82735,105663,182338,302001,116453,72972,64723,141453,176122,122731,91108,145426,75078,110953,139596,170079,105449
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,produced oil,Bbl,1365266,1307017,1410023,1665969,1755003,1677421,1869710,1969830,2179029,2125993,2176649,2181885,1950917,2198005,2634254,2644271,1812349,2329816,2754148,2967848,2925282,2837630,2603871,2730873,2621171,2110302,
NM,Exxon Mobil Corp (XOM),Exxon Mobil Corp,XOM,produced gas,Mcf,4490875,4608165,5252755,5720428,6371329,6227069,6802905,7078627,7850692,7860421,7396043,8229170,7537396,8740301,10448997,10234807,7949197,9484639,10934182,12026258,12257729,12617292,12911524,13099384,13594502,11692501,
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,blended estimate equivalent co2 released,Metric tons,13189.2092,12282.2144,14391.7404,10684.7396,7506.1752,9336.6596,18060.1620,21983.9516,7145.3172,2370.2096,5572.8860,1756.9976,5235.7564,4352.4900,2498.4964,2799.1292,2484.3580,2755.7276,1332.7908,1129.2088,1847.2532,1203.3532,899.6516,1513.3020,4621.9416,8451.9684,2982.5996
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,reported equivalent co2 released,Metric tons,19713.9164,15355.9464,16965.6964,6377.2952,8328.6684,9072.4140,14674.5632,24629.5860,7585.9640,1921.6716,6340.4148,2138.4604,6073.4840,5352.9736,4071.0372,4483.4072,3476.1832,4232.2040,1934.4948,1909.7252,1902.8204,970.4532,1364.3008,1238.2060,7488.6940,14992.9512,
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimated volume,Mcf,121615,168038,215652,273581,121966,175199,391347,352889,122347,51437,87690,25102,80256,61168,16898,20343,27236,23343,13341,6363,32695,26208,7937,32635,32030,34871,54427
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,reported volume,Mcf,359743,280218,309593,116374,151983,165555,267784,449445,138430,35067,115701,39023,110830,97682,74289,81814,63434,77230,35301,34849,34723,17709,24896,22595,136655,273594,
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimate lower,Mcf,103934,143608,184300,233806,104234,149728,334451,301585,104560,43959,74941,21452,68588,52275,14441,17386,23276,19949,11402,5438,27942,22398,6783,27891,27373,29801,46514
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,sat estimate upper,Mcf,139296,192468,247005,313355,139697,200670,448242,404193,140134,58916,100439,28751,91923,70061,19354,23301,31195,26737,15281,7289,37448,30018,9091,37380,36686,39941,62340
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,blended estimate,Mcf,240679,224128,262623,194977,136974,170377,329565,401167,130389,43252,101695,32062,95543,79425,45593,51079,45335,50287,24321,20606,33709,21959,16417,27615,84342,154233,54427
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,produced oil,Bbl,503780,437877,485759,730992,793087,673173,821517,897330,683567,716705,706900,707767,859289,681513,737792,706620,709279,608836,641194,593204,520614,486522,457175,428261,448667,357970,
NM,Marathon Oil Corp (MRO),Marathon Oil Corp,MRO,produced gas,Mcf,2540092,1951187,2133714,2579383,2836333,2446911,2845501,3075338,2440306,2531175,2552273,2530100,2798630,2258745,2661824,2806342,2810278,2552949,2519177,2476095,2292873,2198507,1972922,1759113,1903434,1196683,
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,blended estimate equivalent co2 released,Metric tons,3803.0652,3157.0280,2827.6252,4722.7188,13115.4484,4001.3316,5844.8036,7925.2856,6460.4816,6822.1068,10922.9552,8571.3228,8414.5400,12086.1948,7797.4920,5040.8328,2915.4696,2033.2992,3036.9064,3677.2444,1377.7268,5161.5024,3226.5692,2639.6064,2413.9948,4449.1024,2427.1468
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,reported equivalent co2 released,Metric tons,3226.5144,2554.5568,2483.2072,4096.6288,10933.5864,3073.0744,5002.1440,7858.1556,4280.3184,3833.9176,7469.4044,6348.5800,7317.4440,11346.9428,9592.3016,5424.1588,2509.1276,2483.9196,4161.9504,2049.0268,1385.9468,4363.4500,1981.6228,2028.2576,2008.1460,4102.1636,
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimated volume,Mcf,79920,68604,57885,97606,279149,89956,122034,145847,157675,179020,262345,196971,173571,234041,109538,84991,60617,28880,34888,96815,24991,108752,81597,59324,51458,87519,44291
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,reported volume,Mcf,58878,46616,45314,74756,199518,56078,91280,143397,78108,69962,136303,115850,133530,207061,175042,98981,45787,45327,75948,37391,25291,79625,36161,37012,36645,74857,
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimate lower,Mcf,79146,67939,57324,96660,276444,89084,120852,144434,156148,177286,259803,195063,171889,231773,108477,84167,60030,28600,34550,95877,24749,107698,80807,58749,50959,86671,43862
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimate upper,Mcf,80694,69269,58446,98551,281853,90827,123217,147260,159203,180755,264887,198880,175252,236308,110599,85814,61204,29160,35226,97753,25233,109805,82388,59899,51956,88367,44720
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,blended estimate,Mcf,69399,57610,51599,86181,239333,73017,106657,144622,117892,124491,199324,156411,153550,220551,142290,91986,53202,37104,55418,67103,25141,94188,58879,48168,44051,81188,44291
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,produced oil,Bbl,890619,741404,896468,1030453,1078548,1034165,1082888,1127951,1292535,1138322,1272574,1249142,1237491,1102177,1184916,1265488,1188745,1193915,1193016,1138794,1029490,1023356,995244,963939,894213,708144,
NM,Matador Resources Co (MTDR),Matador Resources Co,MTDR,produced gas,Mcf,3608408,3227682,3839301,4199261,4152619,4007509,3963175,4054915,4477300,4137328,4200701,4285126,4331846,4020054,4498185,4509327,4451818,4657439,4783260,4624984,4200978,3972887,4067866,4046332,3804798,3184038,
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,reported equivalent co2 released,Metric tons,15181.7920,7204.5560,10494.8576,4652.7940,6215.4708,7114.5196,7658.1904,6918.5000,6373.2400,6963.6004,9480.4000,8816.6076,3999.8520,4703.7580,5039.6820,4086.0524,2485.2896,893.9524,3131.1076,1142.8540,2525.7868,2786.1416,1290.5400,2548.6384,2989.6688,4956.9888,
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,blended estimate equivalent co2 released,Metric tons,15000.1848,11214.4912,10762.8844,7040.3752,6197.1676,7355.3108,6735.0296,6335.7568,9030.5468,7309.1144,8437.2820,8129.6896,4025.4984,4184.4732,3272.3820,3173.2488,1418.2240,761.5556,2922.4292,1279.6348,1739.2424,1981.1844,2400.5140,2571.6544,2327.5204,3251.8320,1094.8492
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimated volume,Mcf,270413,277817,201294,172044,112752,138615,106057,104981,213281,139684,134931,135818,73927,66882,27465,41249,6407,11480,49521,25847,17386,21465,64060,47348,30389,28224,19979
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,reported volume,Mcf,277040,131470,191512,84905,113421,129827,139748,126250,116300,127073,173000,160887,72990,85835,91965,74563,45352,16313,57137,20855,46091,50842,23550,46508,54556,90456,
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimate lower,Mcf,199663,205130,148628,127031,83252,102348,78309,77514,157479,103138,99628,100283,54585,49383,20279,30457,4731,8477,36565,19084,12837,15849,47300,34960,22438,20840,14752
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimate upper,Mcf,341162,350505,253960,217056,142253,174881,133805,132448,269083,176230,170234,171352,93269,84381,34651,52042,8083,14484,62478,32609,21935,27081,80820,59735,38340,35608,25207
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,blended estimate,Mcf,273726,204644,196403,128474,113087,134221,122902,115616,164791,133378,153965,148352,73458,76359,59715,57906,25880,13897,53329,23351,31738,36153,43805,46928,42473,59340,19979
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,produced oil,Bbl,3399105,3071529,3861168,4002322,3992755,3729384,3762920,3925257,4374327,4782911,4482211,4136506,4079416,3920071,4360234,3804196,3877767,3431138,3284147,3017364,3045124,2907947,2704768,2664017,2718881,2290857,
NM,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,produced gas,Mcf,16552518,14629949,15698779,16920671,17136296,16459423,17437777,17580735,17911171,20544692,19704703,19087156,18607427,17434445,19118509,17816143,15644479,14302559,16766328,16667619,16349083,16510067,15551810,15501234,15690510,13732865,
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,reported equivalent co2 released,Metric tons,8289.2124,4049.4460,2923.3060,2034.5048,3088.1444,2265.3772,173.0584,3373.4332,7174.7996,3784.2140,3390.9144,5471.5608,4668.1928,3753.3616,9858.9036,4332.0496,2208.4400,5180.4084,2460.9584,7132.0008,6691.7924,6310.3844,4701.4564,6570.9584,6037.4804,5746.3280,
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,blended estimate equivalent co2 released,Metric tons,10525.7648,6364.8008,5462.7928,4208.8044,2102.1280,1923.3704,1218.5328,3251.6128,9870.9596,6390.8308,6147.7380,7288.1808,7096.1068,5593.7648,7457.0196,7609.2540,5605.7112,6493.3068,3953.2720,9456.7264,7677.5896,8896.1772,7606.2948,7039.7724,6703.6292,5799.8128,6701.8756
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,sat estimated volume,Mcf,232888,158397,146028,116480,20366,28857,41315,57113,229326,164186,162491,166147,173796,135661,92246,198658,164289,142450,99371,214991,158091,209525,191810,137018,134485,106812,122297
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,reported volume,Mcf,151263,73895,53345,37126,56353,41339,3158,61559,130927,69055,61878,99846,85186,68492,179907,79052,40300,94533,44908,130146,122113,115153,85793,119908,110173,104860,
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,sat estimate lower,Mcf,198120,134750,124227,99090,17326,24549,35147,48587,195090,139675,138233,141343,147850,115408,78475,169000,139762,121184,84536,182895,134490,178245,163175,116563,114408,90866,104039
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,sat estimate upper,Mcf,267656,182045,167828,133869,23407,33165,47483,65640,263562,188698,186749,190950,199741,155914,106017,228315,188815,163716,114207,247087,181693,240805,220445,157473,154562,122758,140555
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,blended estimate,Mcf,192076,116146,99686,76803,38360,35098,22236,59336,180127,116621,112185,132996,129491,102076,136077,138855,102294,118491,72140,172568,140102,162339,138801,128463,122329,105836,122297
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,produced oil,Bbl,806670,694819,725621,634076,695601,610343,582618,587116,602554,656748,622083,610551,590262,530479,556035,551066,524973,459143,465365,566693,536637,523962,496664,489481,527773,451091,
NM,Spur Energy Partners LLC (Private),Spur Energy Partners LLC,Private,produced gas,Mcf,2623485,2386887,2559608,2394537,2628692,2383159,2439191,2389804,2332133,2473741,2334372,2319117,2313741,2140283,2383687,2362766,2345172,2166018,2224121,2336666,2250740,2278065,2205538,2202294,2251538,2012572,
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,reported equivalent co2 released,Metric tons,,23.3448,2.8496,3.6716,31.9484,4987.7316,1282.3748,11590.5288,2375.4156,4251.1100,12638.1952,12336.1376,10404.4924,5191.4232,5398.2932,956.9724,567.3992,567.1252,6269.4488,1928.1928,5564.1728,7053.6368,3533.1204,7049.9104,2046.2320,9346.7428,
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,blended estimate equivalent co2 released,Metric tons,2672.0480,229.9956,406.6708,259.8616,390.9980,2887.7408,1280.8952,10869.4704,3430.4800,9743.8784,13470.0044,9772.2648,7596.4308,3553.2320,3326.7436,661.6552,826.2196,588.7164,4247.1644,1675.1264,3552.9580,12689.9264,6835.4232,6104.1172,2698.1328,7269.0556,6025.0408
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,sat estimated volume,Mcf,48760,7969,14789,9416,13687,14375,23347,185190,81853,278042,260981,131540,87379,34946,22906,6686,19800,11137,40599,25950,28133,334420,184995,94131,61133,94734,109946
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,reported volume,Mcf,,426,52,67,583,91017,23401,211506,43347,77575,230624,225112,189863,94734,98509,17463,10354,10349,114406,35186,101536,128716,64473,128648,37340,170561,
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,sat estimate lower,Mcf,37191,6078,11280,7182,10440,10964,17807,141249,62432,212069,199057,100329,66646,26655,17471,5100,15102,8495,30966,19792,21458,255071,141100,71796,46627,72256,83858
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,sat estimate upper,Mcf,60330,9859,18298,11650,16935,17786,28887,229130,101275,344014,322905,162751,108112,43238,28340,8272,24498,13780,50233,32107,34809,413770,228889,116466,75638,117211,136033
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,blended estimate,Mcf,48760,4197,7421,4742,7135,52696,23374,198348,62600,177808,245803,178326,138621,64840,60707,12074,15077,10743,77503,30568,64835,231568,124734,111389,49236,132647,109946
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,produced oil,Bbl,204009,121655,97978,90001,117366,144935,152383,281007,227290,426698,309962,273748,351106,319450,310112,15546,3086,143540,387576,483993,807246,920015,853998,735821,614501,506567,
NM,Tap Rock Resources (Private),Tap Rock Resources,Private,produced gas,Mcf,451100,344954,347611,470552,363479,411381,314685,758925,613780,1165864,940027,1094551,1232020,1078037,947042,87358,56119,503175,1607836,2026826,2791668,3120822,3408006,3155899,3819031,2566874,
TX,Abraxas Petroleum Corp (AXAS),Abraxas Petroleum Corp,AXAS,blended estimate equivalent co2 released,Metric tons,2729.9716,2273.6520,1264.7840,3682.0668,9483.4688,4051.5284,2553.6800,3653.1324,2937.1156,1732.8308,3548.5192,4345.3660,1527.8788,2262.3632,4511.5744,943.4916,,617.2124,2162.4628,7071.4468,6591.8920,8668.9216,8552.9100,10839.2208,8828.1704,4678.6596,
TX,Abraxas Petroleum Corp (AXAS),Abraxas Petroleum Corp,AXAS,reported equivalent co2 released,Metric tons,2700.8728,2606.8908,1409.8944,3586.4408,9837.8604,4305.8552,3263.6688,4826.7840,3921.0496,1655.6176,4747.9268,4814.5636,1381.3984,2703.2840,5610.2048,1093.9176,,927.3804,3054.4424,8244.4956,7243.2448,8831.2392,8812.8264,9442.0948,8536.1412,4853.0332,
